date,open,high,low,close,adj_close,volume,spike,rel_sent,rel_sent_score,relevant,day_sent,day_sent_score
2016-02-18,0.028353396548496168,0.020055457993774367,0.021123458924796834,0.015291424093780093,0.015291424093780093,0.2890228825279745,1.0,1.0,0.9582106396555901,1.0,1.0,0.9614572305428354
2016-02-19,0.01874950740217962,0.013173686565406406,0.016474669293881,0.01278920001485609,0.01278920001485609,0.22902085690736626,1.0,1.0,0.9998729348182678,1.0,1.0,0.9672457724809647
2016-02-22,0.020283732678319955,0.016535921497045775,0.01702519225266555,0.01815112407520758,0.01815112407520758,0.2650384867915566,1.0,2.0,0.9884352286656698,1.0,1.0,0.9950849175453186
2016-02-23,0.021578866942403768,0.015316858945359363,0.01855440003880357,0.012570751014120668,0.012570751014120668,0.20256904572314655,1.0,2.0,0.9874999821186066,1.0,1.0,0.9295295614462632
2016-02-24,0.015800589404624477,0.01388152591232425,0.013762870075242128,0.017515638058968136,0.017515638058968136,0.25894416272019893,1.0,1.0,0.9228306636214256,1.0,1.0,0.9977617263793945
2016-02-25,0.020941264343478178,0.019878490292163264,0.020919566592255467,0.02331446210669047,0.02331446210669047,0.2925764497157146,1.0,2.0,0.9994043260812759,1.0,1.0,0.9806530634562175
2016-02-26,0.02934965060931738,0.025128308612905992,0.02915690123919598,0.023830800080228753,0.023830800080228753,0.27644831873489517,1.0,1.0,0.9630750775337219,1.0,1.0,0.9602449138959249
2016-02-29,0.02837331166717194,0.024577755101314103,0.02730145430290698,0.021090264028702455,0.021090264028702455,0.2186116116955143,1.0,2.0,0.9980624715487162,1.0,1.0,0.9988085746765136
2016-03-01,0.027915042769226683,0.028431560864743022,0.027851979300635238,0.03080131307549569,0.03080131307549569,0.27773354008633333,1.0,2.0,0.9807191640138626,1.0,1.0,0.958264946937561
2016-03-02,0.03474934562646023,0.029060749429116267,0.03252116244658704,0.029431038099082513,0.029431038099082513,0.3136009946495676,1.0,1.0,0.9978567446981158,1.0,1.0,0.9845092842976252
2016-03-03,0.034390694164564584,0.026838910536855415,0.031481295035182044,0.030066524115321958,0.030066524115321958,0.2475605241467946,0.0,1.0,0.935169792175293,1.0,1.0,0.9515855113665262
2016-03-04,0.03624372671769205,0.03444818941488351,0.03745540215863827,0.037315063111524854,0.037315063111524854,0.3888947096377632,0.0,1.0,0.9314711093902588,1.0,1.0,0.956514447927475
2016-03-07,0.04070694092515484,0.03360271463939829,0.031195844954046675,0.02522092412720875,0.02522092412720875,0.39658857549976945,1.0,0.0,0.9968658089637756,1.0,1.0,0.9812052051226298
2016-03-08,0.028751892195300277,0.026701277074508478,0.029666637167908655,0.026690500061656214,0.026690500061656214,0.2384120531411089,1.0,1.0,0.9365784898400307,1.0,1.0,0.9564026769469766
2016-03-09,0.03237825697668947,0.026878244776119553,0.030686109025334002,0.030205537115789938,0.030205537115789938,0.1947861224033639,1.0,1.0,0.8585488597551981,1.0,1.0,0.9411336854100227
2016-03-10,0.03508806802212322,0.029571956904121566,0.031603627580185645,0.028934563097411076,0.028934563097411076,0.2769180531690485,1.0,1.0,0.9943758994340897,1.0,1.0,0.9809591174125671
2016-03-11,0.037738107808923865,0.029296686046986847,0.03282700604275837,0.029530339057116828,0.029530339057116828,0.2439528239945238,1.0,1.0,0.99983049929142,1.0,1.0,0.9739756079820486
2016-03-14,0.03313540408538923,0.02894276637352794,0.03511061280867256,0.03046369815895908,0.03046369815895908,0.1765066426386153,1.0,1.0,0.9987137615680695,1.0,1.0,0.8729564994573593
2016-03-15,0.03447039648193839,0.02715351366703389,0.033601798537570504,0.02992751310075395,0.02992751310075395,0.14926379168238268,1.0,1.0,0.9880883097648621,1.0,1.0,0.9387059552328927
2016-03-16,0.03379293575054751,0.029552304531142548,0.03578346831246071,0.03288649815301567,0.03288649815301567,0.20058009583280945,1.0,1.0,0.9900486767292023,1.0,1.0,0.9494904251325698
2016-03-17,0.03682155606547649,0.03281622254371544,0.03884188388473675,0.0336212871131894,0.0336212871131894,0.22143874942374583,1.0,1.0,0.98145991563797,1.0,1.0,0.9468129992485046
2016-03-18,0.03971068686433363,0.0348217771910847,0.04090122111462338,0.03640155109434945,0.03640155109434945,0.2498760180489781,1.0,1.0,0.9989150067170461,1.0,1.0,0.9727584166186196
2016-03-21,0.04100582112841744,0.03421223706724966,0.0398613557421621,0.03628238716444826,0.03628238716444826,0.14728531914001927,1.0,1.0,0.5,0.0,1.0,0.9705670475959778
2016-03-22,0.03967084267942514,0.03307182726432828,0.03924966651087572,0.03385958518449167,0.03385958518449167,0.13840402050766243,1.0,1.0,0.9991969929801093,1.0,1.0,0.9532111287117004
2016-03-23,0.03821630577310181,0.030850002135610316,0.03845448050102768,0.03336311018282023,0.03336311018282023,0.12519557716217536,1.0,1.0,0.9996344745159149,1.0,1.0,0.9596043427785238
2016-03-24,0.036004619765570595,0.027822020740907977,0.0349067225150749,0.030920463104096796,0.030920463104096796,0.16636456980009218,1.0,1.0,0.9677605628967285,1.0,1.0,0.9682566444079082
2016-03-28,0.03540686135155349,0.03291453946278192,0.03643593030121292,0.03658027415135112,0.03658027415135112,0.19711733232750792,1.0,2.0,0.700823962688446,1.0,1.0,0.9823987931013107
2016-03-29,0.040866345559902456,0.038596916442205725,0.04291977131443811,0.042379098199073456,0.042379098199073456,0.2595745498232821,1.0,1.0,0.9992960890134176,1.0,1.0,0.9452466289202373
2016-03-30,0.04797959955416595,0.03973732821134754,0.043898470414397595,0.03852646211560318,0.03852646211560318,0.23680552645181116,1.0,1.0,0.9788121410778591,1.0,1.0,0.9742331251953588
2016-03-31,0.04355622753910354,0.037023934217060406,0.043021724617011814,0.03860590010177059,0.03860590010177059,0.15023643881927273,1.0,1.0,0.9271465986967087,1.0,1.0,0.9977010701383863
2016-04-01,0.044552481599924754,0.04146759627181881,0.04591702061421235,0.04549696120957006,0.04549696120957006,0.2276797563667351,1.0,1.0,0.9198953178193834,1.0,1.0,0.9615037254989147
2016-04-04,0.050470234706219,0.04172319902621127,0.04740544137027847,0.042815998186444326,0.042815998186444326,0.17106715281561263,1.0,1.0,0.5,0.0,1.0,0.9480953642300197
2016-04-05,0.045628437978119774,0.04138894548927419,0.04750739467285217,0.043987687133988956,0.043987687133988956,0.1557091069108587,1.0,1.0,0.9996823072433472,1.0,1.0,0.9965907682975134
2016-04-06,0.04927473182574166,0.04274564150330756,0.049546338387702865,0.04376923813325348,0.04376923813325348,0.14776203847282174,1.0,1.0,0.9210958282152811,1.0,1.0,0.979651843959635
2016-04-07,0.047302138822775036,0.04274564150330756,0.048221020895162475,0.04301458620121287,0.04301458620121287,0.16817715099953898,1.0,1.0,0.9539391994476318,1.0,1.0,0.9248717291788622
2016-04-08,0.04891608036384601,0.04056313685031085,0.04663064887546636,0.04174361218283401,0.04174361218283401,0.11723453892684016,1.0,1.0,0.99528626033238,1.0,1.0,0.9611360612122909
2016-04-11,0.04676416760745597,0.039874961673694476,0.046222866249327366,0.03949954914707918,0.03949954914707918,0.11013962812399591,1.0,1.0,0.9997225403785706,1.0,1.0,0.998490591843923
2016-04-12,0.044990837371702314,0.04427929145540915,0.04538689117046374,0.04803892513352781,0.04803892513352781,0.19720115111129735,1.0,0.0,0.9380482037862142,1.0,1.0,0.9812881112098694
2016-04-13,0.05465449777665185,0.05226214237987517,0.0569476979557797,0.053341276165478735,0.053341276165478735,0.27167239428355894,1.0,2.0,0.9992174804210663,1.0,1.0,0.9118443673307245
2016-04-14,0.05865944308616938,0.052969981726793014,0.05953716666835865,0.05487041122702674,0.05487041122702674,0.14685225542377378,0.0,1.0,0.9998095333576202,1.0,1.0,0.9650483819154593
2016-04-15,0.059914717225279746,0.05338288604627467,0.060821695091883454,0.05703505017791419,0.05703505017791419,0.1851364849196038,0.0,2.0,0.9850225789206368,1.0,1.0,0.9820916081468264
2016-04-18,0.05844026719278872,0.05112173061073336,0.05315526264615744,0.05085890115712155,0.05085890115712155,0.5530712599360184,1.0,0.0,0.9985721707344055,1.0,1.0,0.9984372735023499
2016-04-19,0.037698249676458545,0.03277690600043495,0.029054947936622305,0.02293713514772014,0.02293713514772014,0.9531732394562954,1.0,1.0,0.9462371319532394,1.0,1.0,0.9687382936477661
2016-04-20,0.027436828864983775,0.02414519840885343,0.02689367167676801,0.027762874149866473,0.027762874149866473,0.4447546903594428,1.0,0.0,0.9982857669101042,1.0,1.0,0.9847814624126141
2016-04-21,0.033354581971278024,0.02493167477477304,0.03023753936912313,0.024208125053299057,0.024208125053299057,0.3278606652417473,1.0,0.0,0.9485286275545756,1.0,1.0,0.9795092195272446
2016-04-22,0.028453011992037675,0.02357499252428255,0.029075341451658215,0.026035151073549923,0.026035151073549923,0.25603669865750245,1.0,1.0,0.8603238420827048,1.0,1.0,0.9095006608046018
2016-04-25,0.030146641902925597,0.021726741408222894,0.026200438969493645,0.02138813711430526,0.02138813711430526,0.2417019404048447,1.0,0.0,0.9924246668815613,1.0,1.0,0.9277155896027883
2016-04-26,0.025763130012836616,0.017401062409052842,0.023040070094643927,0.019144074078550427,0.019144074078550427,0.24773514661302262,1.0,1.0,0.9938589215278626,1.0,1.0,0.9579575344135887
2016-04-27,0.02313301929226863,0.015336525081881242,0.020919566592255467,0.016383675055157282,0.016383675055157282,0.19339263512286436,1.0,0.0,0.9980985124905905,1.0,1.0,0.989991350306405
2016-04-28,0.02177811376955177,0.0156707786188183,0.020674887229642253,0.014874387078276097,0.014874387078276097,0.18040072363550003,1.0,1.0,0.999465936422348,1.0,1.0,0.9685009795686473
2016-04-29,0.01978560564790935,0.01152205355771646,0.016841679162554107,0.01437791207660466,0.01437791207660466,0.22393585069080646,1.0,1.0,0.9356180259159633,1.0,1.0,0.9780853763222694
2016-05-02,0.019606287886994006,0.016752205741937337,0.020267104603503283,0.02049448806899673,0.02049448806899673,0.19912199823980553,1.0,2.0,0.9981278777122498,1.0,1.0,0.9996216893196106
2016-05-03,0.0229337724651206,0.016811190387960084,0.023142023397217604,0.017376625058500128,0.017376625058500128,0.1650164843608119,1.0,1.0,0.9947888595717294,1.0,1.0,0.9700189471244812
2016-05-04,0.02078185970873056,0.014668018008007128,0.021205016673390864,0.015887200053485845,0.015887200053485845,0.10915126496514535,1.0,1.0,0.9980753991338942,1.0,1.0,0.9484630227088928
2016-05-05,0.020602541947815217,0.014510716442917876,0.01896218266494254,0.013067226015792105,0.013067226015792105,0.16108049397203245,1.0,1.0,0.9465987512043544,1.0,1.0,0.9748073394099871
2016-05-06,0.0164581210697827,0.012151242122089706,0.016637788868956477,0.015986485124320077,0.015986485124320077,0.16222252490116368,1.0,2.0,0.9583904623985291,1.0,1.0,0.9662222904818398
2016-05-09,0.020243888493411466,0.014019161340891595,0.02028750015748293,0.015390725051814408,0.015390725051814408,0.14667763295754577,1.0,1.0,0.5,0.0,1.0,0.8632557392120361
2016-05-10,0.021060808853252372,0.016811190387960084,0.022713830944492946,0.02005758609572586,0.02005758609572586,0.17517951189528239,1.0,1.0,0.986169179280599,1.0,1.0,0.9241013447443645
2016-05-11,0.02357137506404619,0.015513477053729074,0.02028750015748293,0.014358049104737786,0.014358049104737786,0.18420749339927076,2.0,2.0,0.9593970690454755,1.0,1.0,0.9588585436344147
2016-05-12,0.0194269541860137,0.011227132293823161,0.0118054861479292,0.009830199075394341,0.009830199075394341,0.33639446516631044,2.0,1.0,0.9758094416724311,1.0,1.0,0.9646674557165666
2016-05-13,0.01358890339709326,0.007648595421308552,0.012865745035426424,0.01010822309043033,0.01010822309043033,0.1820858304346004,1.0,1.0,0.9885757863521576,1.0,1.0,0.9802314128194537
2016-05-16,0.013927627785264352,0.010420974061618404,0.012641461226792855,0.012570751014120668,0.012570751014120668,0.17643504742746183,1.0,1.0,0.9997199177742004,1.0,1.0,0.998251223564148
2016-05-17,0.016796843465445688,0.012131591715331097,0.016760119375016397,0.01159764809544464,0.01159764809544464,0.1820840842099381,1.0,1.0,0.92247650358412,1.0,1.0,0.9572698332014538
2016-05-18,0.015302462374213871,0.013802875129779624,0.016923238950091846,0.015311287065646967,0.015311287065646967,0.222954472430605,1.0,1.0,0.999298996395535,1.0,1.0,0.986951795220375
2016-05-19,0.0191081608565834,0.012918068081250705,0.01702519225266555,0.013424688016995534,0.013424688016995534,0.1799711523685791,1.0,1.0,0.9974407434463501,1.0,1.0,0.9307673651239147
2016-05-20,0.018948756221835755,0.01687017503398283,0.02045061769361467,0.01926322410715156,0.01926322410715156,0.2430570107427741,1.0,1.0,0.9997692257165909,1.0,1.0,0.981709627310435
2016-05-23,0.024727031767106916,0.020822281986714958,0.0263023759605176,0.024029386109097328,0.024029386109097328,0.22436018328374055,1.0,1.0,0.9998828172683716,1.0,1.0,0.998006135225296
2016-05-24,0.03070455613203421,0.028392226625478884,0.03221531681147202,0.029987086129154517,0.029987086129154517,0.3510260816115558,1.0,1.0,0.9997740586598715,1.0,1.0,0.9334649899426628
2016-05-25,0.036721924681869994,0.030692702536741473,0.037414629401172406,0.03457451117279853,0.03457451117279853,0.24445224424793596,1.0,2.0,0.9992722140418159,1.0,1.0,0.9413206766952168
2016-05-26,0.04511038188147648,0.03794805977509022,0.04369456380925024,0.03975771217614829,0.03975771217614829,0.291282497240965,0.0,1.0,0.9603124409914017,1.0,1.0,0.9482481142748957
2016-05-27,0.0435761566053362,0.03696494957103766,0.043816910626859856,0.040730813108924346,0.040730813108924346,0.13879168238268863,0.0,1.0,0.9994002401828765,1.0,1.0,0.9703885191365292
2016-05-31,0.044592325784833214,0.03686663265197118,0.04522377159538826,0.03928110014634373,0.03928110014634373,0.13239351522009415,1.0,1.0,0.9991369048754374,1.0,1.0,0.9759803251786665
2016-06-01,0.04170319498597605,0.03385831739379075,0.0412070667497384,0.037176050111056874,0.037176050111056874,0.1265908106673372,1.0,1.0,0.9798385500907898,1.0,1.0,0.9762524133143218
2016-06-02,0.041484017100087284,0.03431055595253654,0.042450808143191326,0.03665971213751856,0.03665971213751856,0.1195884497715938,1.0,1.0,0.9924734776670282,1.0,1.0,0.9630728415820909
2016-06-03,0.04068701185892218,0.03204939855077485,0.0378835782998132,0.03336311018282023,0.03336311018282023,0.14109495271223613,1.0,1.0,0.9998352825641632,1.0,1.0,0.9708801143699222
2016-06-06,0.03929226215129686,0.032187033979342194,0.04030992539837294,0.03564689916230884,0.03564689916230884,0.09925715602866601,1.0,1.0,0.9997771382331848,1.0,1.0,0.977155347665151
2016-06-07,0.04110543657195895,0.03328811150921984,0.04041186442834063,0.033958886142525985,0.033958886142525985,0.09308599807216797,1.0,1.0,0.9831632256507874,1.0,1.0,0.9180853915214539
2016-06-08,0.038754276988420905,0.030633717890718754,0.03598735860605834,0.02992751310075395,0.02992751310075395,0.14458565581213415,1.0,1.0,0.9102924093604088,1.0,1.0,0.9596487750177798
2016-06-09,0.03317526221785458,0.026996212101944667,0.034070763747760996,0.02839836016610589,0.02839836016610589,0.1358527862760711,1.0,1.0,0.9941442251205445,1.0,1.0,0.9334372138977051
2016-06-10,0.028512785243178823,0.020940249312540044,0.027179123796847116,0.021765462087375592,0.021765462087375592,0.2054241230459746,1.0,0.0,0.9893299341201782,1.0,1.0,0.9798893591632014
2016-06-13,0.028791736380208766,0.024577755101314103,0.027872372815671176,0.02196404811624414,0.02196404811624414,0.21548936199935737,1.0,1.0,0.5,0.0,1.0,0.9997254252433777
2016-06-14,0.027078193343153117,0.0218250583272894,0.027158730281811178,0.022500251047549324,0.022500251047549324,0.14557227274632245,1.0,1.0,0.9777224234172276,1.0,1.0,0.9871127133568128
2016-06-15,0.027974816020367832,0.021156535523652015,0.02762769345305796,0.022837850076885907,0.022837850076885907,0.11405291759216574,1.0,2.0,0.974635798484087,1.0,1.0,0.9846685936576441
2016-06-16,0.027118035535553503,0.021353155598242107,0.027117957524345288,0.02512163707047449,0.02512163707047449,0.11187712166296465,1.0,1.0,0.9242579281330109,1.0,1.0,0.9729287082498724
2016-06-17,0.030246273286532094,0.02176605991772379,0.029054947936622305,0.02315558613435556,0.02315558613435556,0.12053839598787422,1.0,1.0,0.9511944717831082,1.0,1.0,0.9916551688621784
2016-06-20,0.029190245974569706,0.021982344162615353,0.027933539088173004,0.021864763045409907,0.021864763045409907,0.13764441277957057,1.0,1.0,0.9785023331642151,1.0,1.0,0.940825343132019
2016-06-21,0.026500363995368675,0.018049903346405105,0.022061370994684443,0.016284374097122967,0.016284374097122967,0.24544409985611107,1.0,1.0,0.9908760686715444,1.0,1.0,0.9772291744456572
2016-06-22,0.020343505929461103,0.014314096368327783,0.02002242727983375,0.014338200034170967,0.014338200034170967,0.14512349300811644,1.0,0.0,0.9895470142364502,1.0,1.0,0.935934966802597
2016-06-23,0.020024712600030775,0.013724224347235053,0.016719348656494215,0.01761493901700245,0.01761493901700245,0.16894723607560452,1.0,1.0,0.9983884990215302,1.0,1.0,0.9719471165112087
2016-06-24,0.013867854534123203,0.011384418129149115,0.014802735447703413,0.011220337023674393,0.011220337023674393,0.17644901722476006,2.0,1.0,0.9997668266296387,1.0,1.0,0.959704282383124
2016-06-27,0.014565228391681811,0.006488533245408157,0.009909268493118045,0.005044188002881728,0.005044188002881728,0.2197885671178911,2.0,1.0,0.5,0.0,1.0,0.952984631061554
2016-06-28,0.013628763522066711,0.008218801305879458,0.013171590670541439,0.010286962034632058,0.010286962034632058,0.1816353044717321,1.0,0.0,0.9931761423746744,1.0,1.0,0.9884780177048275
2016-06-29,0.018131819921929887,0.014294430231805905,0.017840757504943516,0.016423387097590947,0.016423387097590947,0.18410621236885852,1.0,1.0,0.9593139986197153,1.0,1.0,0.9723369290954188
2016-06-30,0.020602541947815217,0.013802875129779624,0.02028750015748293,0.017257475029898994,0.017257475029898994,0.13891217188438595,1.0,1.0,0.9973889759608677,1.0,1.0,0.9716277096582495
2016-07-01,0.028751892195300277,0.024184516918354326,0.030278326399195005,0.027564286135097926,0.027564286135097926,0.26233882346367154,1.0,1.0,0.9968754251797994,1.0,1.0,0.9505756629837884
2016-07-05,0.029150387842104386,0.032580272162302,0.027240290069348888,0.030026814058788265,0.030026814058788265,0.4319356551136443,1.0,2.0,0.8093777000904083,1.0,1.0,0.9992099165916443
2016-07-06,0.028811665446441426,0.022218296510249202,0.027729646755631637,0.02345347312125845,0.02345347312125845,0.26467876451112693,1.0,2.0,0.9823762575785319,1.0,1.0,0.9721063673496246
2016-07-07,0.028154133781283175,0.02099923395856279,0.02697523146430575,0.024446423124601324,0.024446423124601324,0.15313517175865776,1.0,1.0,0.9812683537602425,1.0,1.0,0.9455621242523193
2016-07-08,0.0307444003169427,0.024990675150559055,0.03129779825662035,0.028338787137705324,0.028338787137705324,0.12557800036321473,1.0,1.0,0.9727154970169067,1.0,1.0,0.9834006639087901
2016-07-11,0.031122980845071008,0.023928914163961867,0.029258854541769658,0.023592486121726458,0.023592486121726458,0.2118554684771524,1.0,1.0,0.5,0.0,1.0,0.9943675994873047
2016-07-12,0.028891367763815234,0.02363397717030527,0.028830662089045,0.026174162088117903,0.026174162088117903,0.18288909377924925,1.0,2.0,0.9966866850852967,1.0,1.0,0.9479239497865949
2016-07-13,0.031262456413585965,0.02363397717030527,0.030278326399195005,0.027087674105293363,0.027087674105293363,0.13314788427419919,1.0,2.0,0.9461684823036194,1.0,1.0,0.9930426841196807
2016-07-14,0.03273690843858512,0.026681610937986627,0.03435621382889639,0.030245249158223658,0.030245249158223658,0.15263749772990792,1.0,0.0,0.9971685111522675,1.0,1.0,0.9582367080908555
2016-07-15,0.03576551480595727,0.027527085713471816,0.035599971533899016,0.03098003613249739,0.03098003613249739,0.137915077602224,0.0,1.0,0.9868597728865487,1.0,1.0,0.9760885519139907
2016-07-18,0.035586195052533826,0.02976857501249125,0.0352533388687121,0.031814112149405355,0.031814112149405355,0.4806605618652473,2.0,1.0,0.999879777431488,1.0,1.0,0.8754360973834991
2016-07-18,0.035586195052533826,0.02976857501249125,0.0352533388687121,0.031814112149405355,0.031814112149405355,0.4806605618652473,0.0,1.0,0.999879777431488,1.0,1.0,0.8754360973834991
2016-07-19,0.009683589471182225,0.004030757735276752,0.009277200019401771,0.00605698509089142,0.00605698509089142,0.9523420365170501,2.0,2.0,0.9699954871947949,1.0,1.0,0.9924780947190744
2016-07-20,0.012154295557002592,0.00745197731293884,0.011968605723004677,0.010167813991930952,0.010167813991930952,0.3908242878895827,1.0,0.0,0.9860532563179731,1.0,1.0,0.993858931526061
2016-07-21,0.015402093757820368,0.0072356911018268966,0.010724848018002053,0.00635487406369431,0.00635487406369431,0.2608859645446544,1.0,2.0,0.9987430691719055,1.0,1.0,0.9233409345149994
2016-07-22,0.011775728976431143,0.003539202633250471,0.010520957724404395,0.006156286048925735,0.006156286048925735,0.17846241426036907,1.0,1.0,0.9990770404155438,1.0,1.0,0.9585554897785187
2016-07-25,0.010281347885199299,0.006232930491015698,0.010317065391863056,0.009671338990259515,0.009671338990259515,0.22685204587681432,1.0,1.0,0.9986329078674316,1.0,1.0,0.9936203211545944
2016-07-26,0.02084163295987171,0.016516253394303487,0.022326443872333596,0.017118464015331014,0.017118464015331014,0.32189206934607373,1.0,2.0,0.9991105993588766,1.0,1.0,0.9457043319940567
2016-07-27,0.02177811376955177,0.014471384169874146,0.02069528074467819,0.018369575061843002,0.018369575061843002,0.13242494726401519,1.0,2.0,0.9844703018665314,1.0,1.0,0.9864091372489929
2016-07-28,0.022614963195625365,0.014766319197310335,0.021877872177179042,0.017595076045135577,0.017595076045135577,0.088772823156336,1.0,1.0,0.9493720233440399,1.0,1.0,0.9845802167366291
2016-07-29,0.02116044023685887,0.013861859775802399,0.0216943590870676,0.01680071207066125,0.01680071207066125,0.1015639188075381,1.0,1.0,0.9974797530607744,1.0,1.0,0.993768194447393
2016-08-01,0.021240142554232677,0.019603219435028574,0.021510862308505907,0.02299672604922076,0.02299672604922076,0.16629122836427643,1.0,1.0,0.9984228610992432,1.0,1.0,0.9996026158332825
